台钻	0	0	29	0	0	0
测评	0	0	42	0	0	13
无线	0	33	1166	3	0	10
ó	0	0	4	0	0	1
希特勒	0	1	0	0	0	3
易碎	0	0	16	0	0	0
芝兰	0	13	34	0	0	0
无缘	0	1	0	0	0	4
嵩山	0	43	197	0	0	0
无缝	0	3	147	0	0	3
着色	0	1	29	0	0	0
嗜好	0	0	1	0	0	2
暮春	0	0	2	0	0	1
邦联	0	11	93	0	0	0
港湾	0	41	407	8	0	1
六星级	0	0	1	0	0	0
石油	9	247	35797	47	14	226
ā	0	0	1	0	0	1
石河	0	6	109	0	0	1
河鱼	0	0	15	0	0	0
木块	0	0	1	0	0	0
计划生育	0	0	14	0	0	69
绣花	0	19	1587	6	0	1
沙龙	0	19	284	161	0	13
烽火台	0	5	82	0	0	1
故里	0	5	51	2	0	2
风险	0	1	125	0	0	171
硬币	0	2	5	0	0	2
高地	0	13	136	0	0	5
集团公司	0	3	4526	8870	0	85
气象万千	0	0	1	0	0	0
来信	0	0	31	0	2	52
无绳	0	0	2	0	0	6
最少	0	0	0	0	1	2
农牧林	0	0	22	0	0	0
明神	0	0	5	0	0	0
胡蜂	0	3	10	0	0	0
造纸厂	0	6	316	3070	0	14
初级小学	0	0	2	3	0	0
封口机	0	3	41	2	0	0
长泰县	0	86	149	0	0	0
鉴赏家	0	1	0	0	0	0
土里土气	0	3	0	0	0	0
ī	0	0	1	0	0	1
老伴儿	0	1	0	0	0	3
暖棚	0	0	4	0	0	4
绢花	0	1	85	2	0	0
渭源	0	5	48	0	0	0
太原市	0	7338	797	1	0	17
翅果	0	0	2	0	0	0
泛音	0	2	9	0	0	0
味蕾	0	5	11	0	0	0
古雅	0	7	12	0	0	1
海陆空	0	7	18	0	0	0
宏阔	0	0	17	0	0	2
村务	0	0	7	0	0	3
居者	0	1	3	0	0	2
本土	0	7	45	0	0	12
脚手架	0	3	714	5	0	0
驻扎	0	0	1	0	0	4
中小学教研	0	0	1	0	0	1
洽谈	0	0	37	1	0	6
米其林	0	24	44	0	0	0
村办	0	1	18	0	0	5
满天	0	4	100	0	0	3
杜克	0	8	27	1	0	0
兴国县	0	27	71	0	0	1
直话	0	0	2	0	0	0
ō	0	0	1	0	0	1
传达室	0	0	1	0	0	0
景深	0	5	15	0	0	0
浏览	0	1	3	0	0	6
山窝	0	0	2	0	0	0
股份合作制	0	3	9	0	0	38
策划人	0	0	3	0	0	0
白兰地	0	1	5	0	0	1
月季	0	6	99	0	0	0
出水芙蓉	0	6	2	0	0	0
文言	0	5	3	0	0	0
寿衣	0	3	84	2	0	0
中国画	0	2	6	0	0	18
本国	0	0	1	0	0	47
老总	0	4	6	0	0	11
敬贺	0	0	2	0	0	0
反馈	0	0	5	0	0	10
教辅	0	1	71	0	0	0
肌体	0	0	1	0	0	1
孤魂	0	2	0	0	0	0
月子	0	5	13	0	0	0
肉酱	0	0	3	0	0	0
本园	0	0	1	0	0	1
ū	0	0	1	0	0	1
登高	0	14	128	1	0	9
辛店镇	0	2	68	0	0	1
罗田	0	50	78	1	0	0
只限	0	0	1	0	0	0
宝钢	0	70	280	0	0	2
硬度	0	0	50	0	0	1
杂品	0	1	1100	2	0	0
月宫	0	1	16	0	0	0
渔父	0	0	2	0	0	0
缆绳	0	0	38	0	0	0
清理	0	0	99	1	0	70
船帆	0	0	1	0	0	0
钦州港	0	40	85	0	0	3
风雷	0	17	190	0	0	1
变频	0	3	292	0	0	0
支链	0	0	1	0	0	0
草茉莉	0	1	0	0	0	0
屁股	0	0	5	0	0	4
生产型	0	0	347	0	0	1
后金	0	1	2	0	0	0
秋海棠	0	0	7	0	0	0
台长	0	0	2	0	3	2
西西里	0	7	12	0	0	1
风雨	0	46	72	0	0	17
朝夕	0	2	26	0	0	0
朝外	0	1	30	0	0	6
晚点	0	0	1	0	0	0
风雪	0	10	24	0	0	19
白马	0	86	761	0	0	1
河鳗	0	0	1	0	0	0
嘹亮	0	0	11	0	0	4
船工	0	0	2	0	0	0
金山	0	412	3418	11	1	1
演化	0	0	4	0	0	8
本地	0	15	33	1	0	49
操作台	0	0	4	0	0	0
无罪	0	0	1	0	0	7
日经	0	0	115	0	0	5
旅游区	0	0	31	7	0	5
泥水匠	0	1	0	0	0	1
官长	0	0	2	0	0	0
风雅	0	33	174	0	0	1
ǜ	0	0	16	0	0	1
封装	0	0	57	0	0	0
左上	0	3	1	0	0	3
规范	0	4	11	0	0	164
ǖ	0	0	1	0	0	1
由小到大	0	0	1	0	0	2
胡蝶	0	4	2	0	0	0
ǒ	0	0	3	0	0	1
安静	0	15	40	0	0	5
杨树房	0	0	4	0	0	0
砧木	0	0	1	0	0	0
杰作	0	5	38	0	0	4
金属	0	118	67572	34	0	11
续航	0	4	19	0	0	0
鬃刷	0	0	145	0	0	0
进餐	0	1	1	0	0	0
人事局	0	0	9	9	0	2
刻度盘	0	0	1	0	0	0
公开课	0	0	4	0	0	0
雪铁龙	0	0	27	1	0	0
纸袋	0	2	300	1	0	0
嘀嗒	0	2	3	0	0	0
工业	5	124	47401	374	3	346
家里	0	20	28	2	0	83
驰援	0	0	2	0	0	2
长沙市	1	7804	713	2	0	26
花会	0	0	5	2	0	4
守静	0	0	3	0	0	1
子鸡	0	0	3	0	0	0
相识	0	3	21	0	0	7
淀粉	0	2	1683	8	0	5
品类	0	0	2	0	0	2
聊城	0	5005	3410	4	0	0
天各一方	0	1	0	0	0	0
新蕾	0	19	76	1	0	0
向量	0	2	21	0	0	0
花纱布	0	0	6	0	0	1
有害	0	1	231	0	0	9
饮茶	0	0	19	0	0	0
嗓子	0	1	18	0	0	3
高坡	0	3	37	0	0	2
邮船	0	0	9	0	0	0
再生产	0	0	7	0	0	5
满城	0	30	253	0	0	0
曹州	0	22	61	0	0	0
连锅端	0	0	1	0	0	0
道贺	0	0	19	0	0	0
白雪	0	58	166	0	0	6
重影	0	0	3	0	0	0
注销	0	3	14	3	0	2
善意	0	0	6	0	0	7
对话	0	0	6	0	0	48
渣滓	0	0	2	0	0	0
渗灌	0	0	5	0	0	1
号码机	0	0	57	0	0	0
唱歌	0	0	4	0	1	3
商检	0	0	49	2	0	3
石榴	0	13	225	0	0	1
发问	0	0	2	0	0	2
红扑扑	0	0	2	0	0	2
缝纫	0	9	1481	0	0	0
操作员	0	0	1	0	0	0
核燃料	0	0	7	0	0	3
小型机	0	0	2	1	0	0
老挝	0	13	7	0	0	8
晒版	0	1	3	0	0	0
平和县	0	58	65	0	0	1
巩乃斯	0	1	1	0	0	0
嗡嗡	0	0	5	0	0	0
本埠	0	0	4	0	0	0
白霜	0	1	1	0	0	1
释怀	0	0	1	0	0	2
在所不惜	0	0	1	0	0	0
川军	0	0	11	0	0	0
松下	0	162	265	1	0	3
理想国	0	3	2	0	0	0
海菜	0	1	4	0	0	0
县政协	0	0	2	0	0	0
满堂	0	13	247	1	0	4
联大	0	44	285	0	0	2
绿色	0	597	7759	0	0	57
高台	0	56	82	0	0	1
白露	0	4	101	0	0	0
舞影	0	2	4	0	0	1
无耻	0	0	3	0	0	1
逃难	0	1	0	0	0	0
植物油	0	2	824	2	0	2
艺员	0	0	5	0	0	2
岩盐	0	0	4	0	0	0
商业部	0	1	5	37	0	1
叶酸	0	0	1	0	0	0
耿饼	0	0	3	0	0	0
透镜	0	0	14	0	0	1
三门峡市	0	1484	173	0	0	3
无聊	0	0	13	0	0	6
脉脉	0	2	4	0	0	1
行政区域	0	0	1	0	0	5
西峰山	0	6	17	0	0	0
娘娘庙	0	0	3	0	0	0
指挥官	0	0	1	0	0	1
小农经济	0	1	0	0	0	0
渝中区	0	19	228	2	0	0
月山	0	37	182	2	0	2
机器	0	10	4704	18	3	20
导读	0	0	3	0	0	1
生产商	0	0	40	50	0	5
缸管	0	0	1	0	0	0
演出	0	3	1053	6	18	293
塑料件	0	0	71	0	0	0
重彩	0	0	7	0	0	0
喜庆	0	34	415	5	0	60
醉枣	0	0	2	0	0	0
道听途说	0	1	0	0	0	0
温湿	0	0	13	0	0	0
下屯乡	0	0	1	0	0	2
合辙	0	0	1	0	0	0
节后	0	0	1	0	0	2
真菌	0	1	109	0	0	1
收银	0	0	18	0	0	1
人事处	0	0	1	1	0	2
宫门	0	0	13	0	0	0
骡子	0	2	2	0	0	0
吊车	0	2	342	7	0	2
白面	0	0	4	0	0	7
碱化	0	0	2	0	0	0
涤纶	0	1	123	0	0	0
目视	0	1	6	0	0	0
和美	0	76	285	0	0	1
醒木	0	0	1	0	0	0
嘉兴	0	6440	2976	10	0	17
啤酒瓶	0	0	7	0	0	2
庄稼人	0	3	3	0	0	3
花乡	0	15	147	0	0	1
小解	0	0	2	0	0	0
矿棉	0	0	131	0	0	0
电解液	0	0	20	0	0	0
驾御	0	0	3	0	0	0
洋酒	0	1	298	3	0	0
月岩	0	0	4	0	0	1
角色	0	11	29	0	0	22
寿诞	0	0	1	0	0	0
缝缝	0	0	1	0	0	1
椰子树	0	0	3	0	0	0
羽毛	0	5	522	2	0	4
村口	0	0	4	0	0	6
致敬	0	0	1	0	0	3
酥油	0	0	14	0	0	0
硬实	0	0	2	0	0	1
缠绕	0	0	52	0	0	1
游泳	0	5	117	1	0	79
道路	0	3	996	1	0	148
花丛	0	2	8	0	0	0
村史	0	0	3	0	0	0
吉达	0	38	474	0	0	1
皇陵	0	1	1	0	0	0
花丝	0	5	37	0	0	0
别无选择	0	4	2	0	0	6
脱粒	0	0	7	0	0	0
壶关县	0	479	19	0	0	1
艺品	0	54	1097	11	0	0
支队	0	0	37	107	0	65
重心	0	1	4	0	0	8
曲径	0	3	2	0	0	0
矫正	0	0	23	1	0	2
海葵	0	1	24	0	0	0
体育场馆	0	0	39	0	0	7
极为	0	1	2	0	1	48
绒衣	0	0	9	0	0	0
权威性	0	0	1	0	0	10
缠绵	0	2	0	0	0	5
ˉ	0	0	2	0	0	1
确定	1	1	4	0	2	160
聚集	0	1	15	0	0	27
武昌区	0	10	249	3	0	3
翠柏	0	3	11	1	0	0
合适	0	5	21	0	0	8
ˇ	0	2	2	0	0	1
名车	0	5	138	0	0	1
野心	0	1	1	0	0	1
通信网	0	0	3	1	0	2
泰铢	0	0	2	0	0	31
确实	0	1	7	0	1	53
航天局	0	0	1	0	0	3
河马	0	12	72	0	0	0
水龙吟	0	0	9	0	0	1
重庆	2	42180	4016	20	0	76
工体	0	1	22	0	0	3
无能	0	2	3	0	0	1
约请	1	1	0	0	0	2
工位	0	0	14	0	0	1
缔约	0	0	1	0	0	1
高唱	0	1	0	0	0	1
金币	0	3	26	1	0	3
聊天	0	0	5	0	0	8
联防	0	1	54	0	0	4
凤凰岭	0	0	15	0	0	8
文论	0	0	4	0	0	1
屋脊	0	0	6	0	0	0
屯粮	0	0	21	0	0	0
木头	0	22	58	1	0	1
改锥	0	1	0	0	0	0
油香	0	0	4	0	0	0
工作	1	6	4555	21	57	2412
宜阳	0	29	22	0	0	6
越来越	0	2	2	0	0	168
旅游品	0	0	66	0	0	0
安顿	0	2	16	0	0	2
滤器	0	0	314	0	0	0
安顺	0	307	1382	0	0	1
展翅	0	10	90	0	0	3
松仁	0	2	2	0	0	0
双面	0	1	51	0	0	2
联队	0	0	4	4	0	0
改错	0	0	1	0	0	0
网眼	0	2	24	0	0	1
重度	0	1	1	0	0	4
程序员	0	0	1	0	0	0
旗舰	0	34	935	3	0	0
品种	0	4	122	0	0	104
喷射	0	0	57	0	0	4
来函	0	1	1	0	0	2
小街	0	0	45	2	0	1
缔结	0	1	0	0	0	9
后轮	0	0	2	0	0	0
大同市	0	6637	570	0	0	7
遵行	0	0	2	0	0	0
崭新	0	0	17	0	0	29
昆明市	0	3703	736	2	0	6
富士通	0	57	85	1	0	0
将要	0	1	0	0	1	17
山药蛋	0	1	1	0	0	1
法院	0	5	9	6	0	69
商榷	0	1	1	0	0	0
老成	0	0	12	0	0	0
极了	0	0	2	0	0	7
编纂	0	0	13	0	0	9
同达	0	48	463	0	0	0
渭河	0	11	61	0	0	0
尾花	0	2	9	0	0	0
马扎	0	2	77	0	0	0
浮萍	0	2	2	0	0	0
瞌睡	0	1	3	0	0	1
直觉	0	3	7	0	0	1
古钱	0	0	8	0	0	0
听说	6	0	2	0	0	46
己丑	0	2	0	0	0	0
釜山	0	12	15	0	0	0
直角	0	0	1	0	0	0
职大	0	0	12	1	0	0
登顶	0	0	15	0	0	0
空管局	0	0	4	0	0	0
酸梅	0	0	2	0	0	0
室长	0	0	3	0	0	3
张村乡	0	1	10	0	0	0
山楂糕	0	0	2	0	0	0
盗贼	0	0	1	0	0	1
直观	0	0	9	0	0	10
受降	0	0	11	0	1	0
机场	0	7	738	20	3	85
都督	0	3	4	0	1	0
哲理	0	0	1	0	0	7
进驻	2	0	3	0	0	23
航空母舰	0	0	2	0	0	8
喝彩	0	0	25	0	0	9
编织	0	6	2599	8	0	5
曼延	0	0	3	0	0	0
股价	0	0	6	0	0	18
里庄	0	0	34	0	0	0
遗训	0	0	1	0	0	0
压路机	0	1	25	1	0	0
追随	0	1	0	0	0	3
实际	0	8	60	2	0	400
织补	0	0	10	0	0	0
股份	0	9	83078	119	0	71
道谢	0	0	1	0	0	3
金州	0	40	687	0	0	0
缓缓	0	1	0	0	0	10
罗盘	0	0	32	0	0	9
金川	0	490	776	2	0	1
来到	51	0	7	0	3	211
马战	0	1	2	0	0	1
吉首市	0	65	50	0	0	3
马戏	0	0	1	0	0	1
杨凌	0	226	108	0	0	0
寥若晨星	0	1	0	0	0	0
μ	0	0	1	0	0	1
ν	0	0	6	0	0	1
左侧	0	1	1	0	0	5
θ	0	0	1	0	0	1
机型	0	0	7	1	0	6
国防科工委	0	0	3	0	0	0
投机倒把	0	1	0	0	0	1
知法	0	0	2	0	0	1
温润	0	1	4	0	0	0
龙川县	0	750	81	0	0	0
艺名	0	2	28	0	0	0
后进	0	0	1	0	0	3
脂膏	0	1	1	0	0	0
集邮品	0	0	8	0	0	0
Ω	0	0	3	0	0	1
Ψ	0	0	1	0	0	1
收发室	0	0	1	1	0	0
组装	1	2	252	5	0	10
肩上	0	0	0	0	1	12
休养院	0	0	2	0	0	0
涵管	0	0	21	0	0	0
重建	1	0	16	0	0	47
南京城	0	15	0	0	0	0
要账	0	0	2	0	0	0
警务	0	0	3	0	0	2
电视片	0	0	1	0	0	12
敬辞	0	0	2	0	0	0
良善	0	0	3	0	0	0
警力	0	0	1	0	0	16
山系	0	7	1	0	0	0
普米族	0	0	7	0	0	1
值日生	0	1	0	0	0	0
巴东	1	12	28	0	0	0
香米	0	1	152	0	0	2
金库	0	6	25	0	0	0
白领	0	22	102	0	0	4
发面	0	0	4	0	0	0
气压表	0	1	0	0	0	0
金店	0	2	185	394	0	0
有意思	0	3	9	0	0	5
翘板	0	0	3	0	0	0
木姐	0	1	2	0	0	0
缕缕	0	2	2	0	0	3
巴中	0	119	173	0	0	1
沙鸥	0	3	5	0	0	0
同道	0	6	83	0	0	0
法国史	0	1	0	0	0	1
凤凰山	0	20	113	2	0	5
渔火	0	0	5	0	0	1
船家	0	0	2	0	0	1
差价	0	0	1	0	0	6
波长	0	0	6	0	0	3
流言	0	0	1	0	0	0
海药	0	0	45	0	0	1
清爽	0	13	53	0	0	0
砖木	0	0	1	0	0	0
游民	0	4	19	10	0	0
漆匠	0	0	8	0	0	0
渔灯	0	0	1	0	0	0
月工	0	0	4	0	0	0
西花厅	0	1	1	0	0	2
文豪	0	25	191	1	0	2
相见	0	1	6	0	0	1
红货	0	1	1	0	0	0
西贡	0	3	3	0	0	0
量度	0	0	1	0	0	0
逻辑	0	7	35	0	0	5
郊区县	0	0	1	0	0	0
履约	0	0	1	0	0	1
构件	0	0	1562	3	0	0
肖像	0	1	12	0	0	10
高喊	0	1	0	0	0	2
综艺	0	21	166	1	0	4
风铃	0	19	74	0	0	1
霓虹灯	0	4	865	7	0	10
嘉勉	0	0	2	0	0	0
古镇	0	64	3370	2	0	3
磁力	0	2	149	0	0	0
游水	0	0	11	0	0	0
来势	0	0	1	0	0	2
厄瓜多尔	0	5	0	0	0	2
肢体	0	0	4	0	0	2
死胡同	0	0	1	0	0	1
ω	0	1	1	0	0	1
ψ	0	1	0	1	0	1
骨子	0	0	1	0	0	0
π	0	0	1	0	0	1
舞弄	0	0	1	0	0	0
来劲	0	0	4	0	0	0
自救	0	1	11	0	0	26
风钻	0	0	1	0	0	0
盛赞	0	2	4	0	0	11
定量	0	1	4	0	0	5
ь	0	0	1	0	0	1
э	0	0	1	0	0	1
红运	0	65	235	0	0	1
定金	0	2	15	0	0	0
ю	0	0	1	0	0	1
花县	0	0	2	0	0	0
я	0	0	2	0	0	1
频频	0	3	3	0	0	12
磨削	0	1	24	0	0	0
ц	0	0	1	0	0	1
良宵	0	2	1	0	0	3
р	0	0	7	0	0	1
化学纤维	0	0	193	0	0	1
с	0	0	2	1	0	1
т	0	0	5	0	0	1
流线型	0	1	0	0	0	0
沉默	0	3	2	0	0	12
у	0	0	2	0	0	1
皮革	0	24	8492	52	0	2
崇文	0	13	676	0	0	1
舒服	0	3	49	0	0	7
各路	0	2	0	0	0	4
本利	0	0	12	1	0	0
ё	0	0	1	0	0	1
纸质	0	1	36	0	0	0
胡说	0	4	2	0	0	0
节奏	0	1	42	1	0	19
胡诌	0	0	3	0	0	0
碾坊	0	1	19	0	0	0
狗尾草	0	1	0	0	0	0
新翼	0	7	20	0	0	0
野外	0	5	41	0	0	11
喷头	0	0	29	0	0	1
双钩	0	1	11	0	0	0
崇敬	0	0	2	0	0	11
温江	0	49	139	0	0	1
清点	0	0	4	0	0	0
通路	0	22	169	1	0	0
肉品	0	3	52	0	0	2
口里	0	0	2	0	0	0
公主岭市	0	110	86	0	0	1
轻骑兵	0	1	8	0	0	1
生态学	0	0	3	0	0	5
本分	0	2	1	0	0	2
酒桶	0	0	6	0	0	0
资料室	0	0	1	2	0	0
旺盛	0	90	513	0	0	15
飘逸	0	25	50	0	0	4
连长	0	2	77	0	0	5
肺部	0	0	1	0	0	0
脱色	0	0	6	0	0	0
经管站	0	0	3	44	0	0
合资	4	11	1360	84	25	25
流行	0	134	323	2	0	34
温水	0	0	15	0	0	0
叶轮	0	0	19	1	0	0
右边	0	1	2	0	0	1
Й	0	0	2	0	0	1
И	0	0	6	2	0	1
Л	0	0	4	0	0	1
运输机	0	0	41	0	0	2
К	0	1	4	0	0	1
长安乡	0	3	9	0	0	0
Н	0	0	5	0	0	1
М	0	1	3	0	0	1
П	0	0	3	0	0	1
О	0	0	6	0	0	1
А	0	3	5	0	0	1
Г	0	0	3	0	0	1
西南风	0	5	28	1	0	1
В	0	0	1	0	0	1
Е	0	0	1	0	0	1
Д	0	0	1	0	0	1
人工降雨	0	0	4	0	0	0
良将	0	1	3	0	0	0
Ы	0	0	1	0	0	1
Щ	0	0	1	0	0	1
沙鱼	0	0	7	0	0	0
Я	0	0	2	0	0	1
Э	0	0	1	0	0	1
Т	0	1	5	0	0	1
矿渣	0	1	47	0	0	2
飞车	0	1	74	0	0	1
У	0	0	1	0	0	1
Р	0	0	1	0	0	1
С	0	3	4	0	0	1
听装	0	0	2	0	0	0
Ц	0	1	0	0	0	1
Ч	0	1	1	0	0	1
星牌	0	8	60	0	0	0
脾胃	0	0	1	0	0	0
木制	0	18	1319	0	0	5
Х	0	0	2	0	0	1
浸膏	0	0	4	0	0	0
飞轮	0	12	223	0	0	0
л	0	0	4	0	0	1
纵贯	0	3	9	0	0	4
к	0	0	3	0	0	1
高利	0	23	97	0	0	0
木刻	0	1	16	1	0	1
й	0	0	1	0	0	1
и	0	0	8	0	0	1
п	0	0	1	1	0	1
水翼船	0	0	1	0	0	1
花台	0	3	3	0	0	0
磨刀	0	3	18	0	0	1
о	0	0	8	1	0	1
н	0	0	5	2	0	1
м	0	0	3	0	0	1
流血	0	0	0	0	1	13
г	0	0	3	0	0	1
б	0	0	1	0	0	1
а	0	0	7	1	0	1
з	0	0	5	0	0	1
去除	0	0	1	0	0	2
ж	0	0	1	0	0	1
翻新	0	7	746	31	0	2
е	0	0	6	0	0	1
浩荡	0	0	7	1	0	3
大渡河	0	4	38	0	0	6
细语	0	0	3	1	0	1
荧光灯	0	0	41	4	0	0
飞过	0	3	10	0	0	5
舌根	0	0	1	0	0	0
角落	0	1	25	0	0	5
油饼	0	1	3	0	0	0
金奖	0	4	12	0	0	14
打火机	0	3	836	31	0	0
三合院	0	0	2	0	0	0
营养师	0	1	36	3	0	0
风采	0	38	228	1	0	30
木匠	0	7	183	0	0	0
明畅	0	1	15	0	0	0
领导组	0	0	9	0	0	3
芳名	0	1	5	0	0	0
新股	0	1	1	0	0	3
真言	0	3	4	0	0	1
胡豆	0	1	3	0	0	1
广饶县	0	222	168	0	0	1
远门	0	0	20	0	0	0
''	0	0	1	0	0	1
嵊州	0	284	137	0	0	6
温泉	0	60	934	3	0	2
日程	0	1	5	0	0	16
要路	0	0	1	0	0	0
老弱病残	0	0	2	0	0	0
名贵	0	9	91	0	0	5
渗漏	0	0	10	0	0	0
季风	0	13	118	0	0	2
渤海	0	211	1346	0	0	21
嗖嗖	0	1	0	0	0	1
石灰	0	3	1098	2	0	2
朵儿	0	3	11	0	0	0
核科学	0	0	3	0	0	0
善心	0	0	3	0	0	0
宜昌县	0	243	7	0	0	5
翰林	0	83	525	2	0	0
情同手足	0	0	1	0	0	1
网站	0	22	402	114	0	2
股利	0	1	0	0	0	0
渭水	0	0	14	0	0	4
海船	0	0	57	0	0	0
新联	0	112	963	0	0	0
小菜	0	4	18	0	0	1
逍遥	0	88	175	1	0	0
洋车	0	0	37	1	0	0
柳城县	0	33	59	1	0	0
山石	0	18	321	0	0	0
美玉	0	17	124	2	0	0
对虾	0	2	49	0	0	0
更夫	0	1	0	0	0	0
法门	0	1	21	0	0	0
消耗	0	1	6	0	0	7
胜负	0	0	1	0	0	6
警卫	0	0	9	0	0	10
舞星	0	9	4	0	0	0
皮靴	0	0	3	0	0	0
族类	0	0	1	0	0	0
股分	0	0	440	1	0	0
生产力	0	3	189	0	0	101
老百姓	0	11	68	0	0	66
装载机	0	3	276	13	0	1
风量	0	0	1	0	0	0
商朝	0	0	2	0	0	1
四季豆	0	0	1	0	0	1
生产办	0	0	1	2	0	0
明瓦	0	0	1	0	0	0
遂宁市	0	1384	303	0	0	0
巴黎公社	0	0	1	0	0	0
